STATE,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,NO_LANES,SP_LIMIT,FATALS,DRUNK_DR,LATITUDE,LONGITUD
4,8,17,19,36,2,2,4,45,1,0,32415507,114354383
4,8,17,23,36,2,2,4,45,1,1,33403528,112080488
4,8,18,3,99,2,2,3,55,1,2,33255936,112062806
4,8,19,11,4,2,5,4,55,1,0,34334235,112153394
4,8,19,14,51,3,5,2,75,2,0,33101488,111525864
4,8,19,19,14,2,6,4,45,1,0,33261222,111471626
4,8,21,5,20,1,1,2,75,1,0,31574526,110213997
4,8,24,7,15,2,2,5,65,1,0,33185865,111581943
4,8,15,5,32,1,2,4,55,1,0,34335618,112222487
4,8,15,19,31,1,1,2,75,1,1,34550428,110083873
4,3,19,11,14,1,3,2,25,1,0,32293172,114464208
4,3,21,13,31,1,2,2,99,1,2,34094170,114161109
4,6,4,20,24,2,2,2,50,1,0,33145485,111352167
4,6,24,21,7,1,1,2,45,1,1,33233045,112180370
4,8,12,19,8,1,2,2,25,2,1,33252509,112324639
4,8,25,0,46,2,2,2,25,2,2,31292084,110143241
4,8,25,5,46,2,2,2,40,1,1,32161326,111013091
4,8,25,20,13,1,3,4,45,1,0,32092713,110550360
4,8,25,20,15,2,3,2,65,1,1,33282903,110432452
4,8,25,23,46,1,1,2,65,1,0,33534712,111272855
4,8,26,1,0,1,2,2,50,1,0,34375136,112295347
4,8,27,2,15,1,2,4,55,1,1,31290114,110152685
4,8,27,3,8,1,1,3,40,1,1,32150211,110512036
4,8,27,6,24,1,1,2,65,1,0,33274355,112163016
4,8,28,12,30,4,6,2,75,1,0,33274279,112300184
4,8,28,17,9,2,2,4,65,1,0,33212096,111533945
4,8,31,18,8,1,2,3,35,1,0,32080276,110580455
4,4,11,12,25,6,11,2,45,1,0,33381951,112250613
4,2,8,12,49,2,3,2,35,1,0,33380629,112253608
4,3,25,99,99,1,1,9,99,1,1,33201598,110353037
4,7,9,7,59,1,2,5,45,1,0,33294688,112141585
4,7,30,11,25,1,3,2,75,1,0,33374010,113445268
4,8,13,15,31,2,2,2,50,2,0,33443710,112153281
4,9,1,11,53,2,6,2,65,1,2,36365838,111391644
4,9,1,13,30,1,4,2,75,1,0,35130032,112210054
4,9,3,2,57,1,1,3,55,1,1,33255938,112062811
4,9,3,99,99,1,2,2,55,2,0,34095610,111195835
4,9,3,17,49,1,4,2,75,1,0,33343798,113241949
4,9,4,0,34,1,1,2,45,1,1,33205942,111483481
4,9,5,22,25,1,1,2,75,1,0,35131137,112180837
4,9,7,10,45,1,4,2,75,1,0,35152869,112012258
4,9,7,10,52,2,4,2,55,1,0,35152912,113581795
4,9,7,16,59,1,4,2,45,1,2,34261626,113142566
4,9,7,20,6,2,4,3,65,1,0,33273485,112181851
4,9,7,20,50,1,1,2,45,1,1,32152585,111034169
4,9,8,11,99,1,1,1,45,1,0,33274304,112021609
4,9,9,0,19,1,1,2,25,1,0,33241172,111490141
4,9,9,0,47,1,1,2,25,1,1,35005398,114350499
4,9,9,12,19,3,5,9,45,3,0,33175056,111411189
4,9,10,22,19,1,6,2,40,5,6,35134694,112105148
4,9,11,7,8,2,3,2,65,1,0,33072416,112010282
4,9,11,19,18,2,2,4,45,1,0,33252027,111351583
4,9,12,7,33,1,2,3,45,1,0,33224310,111524017
4,9,14,0,4,1,2,2,65,1,1,31545824,112482155
4,9,14,20,5,1,2,2,65,1,1,36325125,111372413
4,9,15,0,45,1,2,2,65,1,2,32432252,109100453
4,9,15,14,3,2,3,2,45,1,0,33261030,112111150
4,9,15,10,13,1,5,2,65,1,1,31544316,112483237
4,9,15,18,54,2,2,4,45,1,0,33230277,110452296
4,9,15,17,55,2,3,2,75,3,0,35124899,114025926
4,9,16,15,0,1,2,2,45,1,0,35030414,111435855
4,9,17,8,5,2,2,2,65,1,0,34220170,112104329
4,9,18,7,18,1,2,2,65,1,0,33560803,112413368
4,9,18,14,16,3,6,6,65,1,0,33231161,111451364
4,9,18,21,49,2,2,2,30,1,1,32121880,110540315
4,9,19,0,57,1,1,3,50,1,1,32025964,110462563
4,9,20,8,21,1,3,2,45,1,2,32180875,110492635
4,9,20,15,23,1,1,2,75,1,0,35034585,110490747
4,9,20,19,21,1,3,2,45,1,0,32192337,111005208
4,9,21,14,27,1,1,2,65,1,0,32401215,114243552
4,9,22,7,53,2,7,2,45,1,0,33171456,111462748
4,9,22,22,38,2,5,2,45,1,0,32234307,111024871
4,9,23,1,1,2,3,3,45,1,2,33381669,112162653
4,9,23,11,25,1,1,2,55,1,0,33572608,111243072
4,9,24,13,12,2,3,2,45,1,0,33392512,112222603
4,9,29,4,7,1,1,2,65,1,1,35082837,110285965
4,9,29,8,45,1,1,2,45,1,0,34121233,112471589
4,9,29,19,49,2,2,3,55,1,1,33263017,111584834
4,9,30,10,23,1,2,2,75,1,0,33255363,112384914
4,4,3,18,21,2,4,2,45,1,0,32192322,111014423
4,7,22,16,59,1,2,2,45,1,1,31241838,109543026
4,8,11,15,31,1,4,3,65,1,0,33395696,111572238
4,8,13,14,49,2,2,9,99,1,0,31240579,109550921
4,8,25,5,55,1,1,2,45,1,1,33042688,111483051
4,9,4,13,59,2,4,2,55,1,2,35432129,109032516
4,9,8,16,30,1,2,2,99,1,1,35321606,109304312
4,9,13,20,20,3,6,4,55,1,1,35401497,109033334
4,9,18,5,39,1,2,2,75,1,0,32015969,110593388
4,9,23,21,48,1,13,1,25,1,0,33071175,111503477
4,9,25,12,50,1,4,1,75,1,0,31572424,110590905
4,9,26,10,7,2,3,2,75,2,0,33311301,113035730
4,10,2,6,15,1,2,2,65,1,0,33303968,111454090
4,10,2,18,99,2,3,2,35,1,0,33245459,111485253
4,10,4,14,27,2,3,2,75,1,1,34544857,110091147
4,10,6,7,47,2,2,3,45,1,0,33334691,111553401
4,10,6,8,57,1,2,2,99,2,2,36055932,111193718
4,10,6,17,37,1,1,2,65,1,0,33590502,111225783
4,10,7,19,11,2,2,2,65,1,0,36071570,111234082
4,10,7,19,41,1,3,4,45,1,2,34554199,110082864
4,10,9,6,59,1,2,4,99,1,1,36071030,111134595
4,10,11,99,99,1,1,9,35,1,0,33284292,112185418
4,5,14,3,21,1,2,2,35,1,0,33175607,111494216
4,6,27,21,1,1,5,2,45,1,2,32065591,111030331
4,6,29,21,13,1,2,5,40,1,1,33295311,112080321
4,7,22,5,5,2,3,3,45,1,1,33224125,111584334
4,7,31,16,45,2,5,3,40,1,0,33373276,112035586
4,8,1,10,48,2,2,2,40,1,0,33231577,112055685
4,8,1,13,50,2,4,5,40,1,0,33321038,112025101
4,9,7,2,31,1,1,4,45,1,1,33223940,112075160
4,9,16,3,15,1,2,3,45,1,1,33223921,112090338
4,9,20,14,5,1,1,2,55,1,0,32034985,111190922
4,9,22,0,99,2,4,6,45,1,2,33382099,112015096
4,9,26,14,99,3,5,2,75,1,0,31270882,110584317
4,9,28,22,40,1,2,5,40,1,2,33280834,112100881
4,10,6,19,42,1,3,2,65,2,0,34082903,111193301
4,10,9,19,2,1,3,2,55,1,1,35144339,113590051
4,10,11,10,0,2,3,2,75,1,0,32012059,110424343
4,10,12,0,40,1,1,4,55,1,1,33272678,112021317
4,10,13,5,35,2,2,4,55,1,1,32354781,114435854
4,10,13,12,12,1,2,2,65,1,0,34285829,110185233
4,10,15,18,38,1,2,2,45,1,1,33351661,112144360
4,10,17,3,6,1,1,2,65,1,1,35034018,110350148
4,10,18,18,32,1,2,4,30,1,2,32122462,110574995
4,10,19,18,36,2,2,5,65,1,0,33190907,111582056
4,10,20,8,6,2,2,2,55,1,0,33043699,112053987
4,10,20,22,47,1,1,2,75,1,0,35142097,112130989
4,10,21,3,30,2,2,1,50,1,1,33260537,111532845
4,10,21,4,10,2,2,2,50,1,2,32080319,110541857
4,10,19,99,99,1,1,2,50,1,1,34351074,112335883
4,10,24,19,53,2,2,9,40,1,1,33345412,112115672
4,10,27,8,38,1,2,2,65,1,0,33301997,111465837
4,10,27,20,13,2,3,6,45,1,1,33224157,111570893
4,10,28,2,99,2,4,2,55,1,0,33462441,112074927
4,10,28,18,57,1,3,9,40,1,0,33283846,111512404
4,10,28,21,20,2,3,2,65,1,0,36554955,109342847
4,10,29,18,47,1,2,3,99,1,0,32122081,110502709
4,10,29,20,99,1,2,2,99,1,1,34163442,112153066
4,10,30,7,53,3,3,4,45,1,0,33252054,111382868
4,10,31,9,48,1,2,3,40,1,0,33381708,111553172
4,10,31,17,0,2,3,2,50,2,1,32313523,114385630
4,11,2,5,49,1,2,2,45,1,1,36191014,110564665
4,11,2,15,48,2,2,9,40,1,0,33410167,112111215
4,11,7,20,38,1,4,2,35,1,1,33290552,111502178
4,11,9,14,9,2,2,2,50,1,0,32375543,111330461
4,11,11,10,14,2,3,4,45,1,0,34451028,112271508
4,11,11,16,58,2,3,2,55,2,0,34180185,111065089
4,7,13,23,52,1,2,5,35,1,1,33294112,112035412
4,7,15,16,56,2,4,3,45,2,1,33233210,112060136
4,8,10,15,5,4,3,5,65,2,0,33274538,112140086
4,9,4,7,5,2,2,6,45,1,0,33424604,112083720
4,9,9,11,14,2,7,2,40,2,0,33294279,112075834
4,9,15,20,99,2,4,6,45,1,2,33294138,112121163
4,9,23,12,39,1,2,2,75,1,0,33553199,112083814
4,10,2,20,45,1,2,5,40,1,0,33331113,112073217
4,10,11,10,0,2,2,5,35,1,0,33294077,111584597
4,10,13,0,99,1,3,4,35,1,3,33270480,112012665
4,11,1,6,5,2,2,4,45,1,0,32543173,111452630
4,11,2,11,8,1,7,2,75,1,0,33334275,113182755
4,11,2,21,53,1,2,3,35,1,1,32141053,110545792
4,11,3,22,39,12,25,3,35,2,4,32141016,110563641
4,11,5,15,20,1,2,2,65,1,0,32340303,114370871
4,11,5,18,0,1,1,2,65,1,0,32450155,109140415
4,11,5,19,30,1,4,3,99,1,1,32141048,110520834
4,11,5,23,22,2,2,6,45,1,0,33381953,112205826
4,11,7,9,0,1,2,2,35,1,0,33304660,111540069
4,11,7,20,53,3,4,2,75,1,0,34415025,111443793
4,11,8,15,47,2,4,2,65,2,0,33482610,113340693
4,11,10,14,36,2,3,2,50,1,0,33302931,112250698
4,11,10,18,49,1,3,4,35,1,0,32415491,114364472
4,11,11,17,20,1,1,2,35,1,0,35092246,114114168
4,11,11,17,34,1,1,2,35,1,1,33032226,112030151
4,11,11,23,99,1,3,4,55,1,0,32325842,114470687
4,11,12,16,7,2,3,2,55,3,1,33492387,113314881
4,11,12,19,40,2,2,6,45,1,0,33361505,112021206
4,11,15,17,57,2,2,2,50,1,0,32373325,114355065
4,11,17,0,5,1,8,2,45,2,0,32255699,111163856
4,11,17,99,99,1,1,2,50,1,1,32585315,113252799
4,11,17,8,6,3,5,2,40,1,1,33330492,112162101
4,11,17,17,9,1,1,2,45,1,0,33440758,113314047
4,11,18,1,44,1,1,4,40,1,1,33354103,112151838
4,11,19,18,59,1,1,2,45,1,1,31502683,110583883
4,11,20,20,58,1,2,2,75,1,2,31575469,110155936
4,11,20,22,99,3,6,2,75,1,0,35054659,109394141
4,11,21,18,11,2,2,1,99,1,0,33280730,111531603
4,11,21,19,14,2,2,2,65,2,1,33182863,111242667
4,11,23,6,28,1,2,2,75,1,0,33294530,112555210
4,11,22,99,99,1,2,2,99,1,1,31244302,111093654
4,11,27,16,30,3,6,4,55,1,0,34560204,114355265
4,11,27,21,99,3,3,2,45,1,0,33181380,111411887
4,11,28,12,6,2,2,4,65,1,0,33402285,111591181
4,12,7,1,56,1,1,2,65,1,0,32290810,109402433
4,12,8,7,26,1,1,1,25,1,1,32120403,110563802
4,12,9,18,13,3,13,4,40,1,1,32145959,110570907
4,12,12,20,54,1,2,2,99,1,0,35152581,114002804
4,12,13,22,39,2,7,4,55,1,1,32401204,114314836
4,12,14,21,16,2,4,3,40,1,2,32113244,110520299
4,12,18,16,32,2,3,9,40,2,0,33312667,112103847
4,12,23,5,50,1,1,4,55,1,1,34272735,114194829
4,6,23,14,25,1,2,2,35,1,0,31221509,109314188
4,9,17,16,58,2,2,4,35,1,0,34361218,112272066
4,10,11,10,99,2,3,2,75,1,0,33393256,114144979
4,10,12,10,24,2,2,3,45,1,0,33275600,111560597
4,10,30,0,35,1,1,9,55,1,1,34515837,114322023
4,11,13,15,99,2,2,3,55,1,0,33222721,110545959
4,11,17,17,0,4,9,2,55,1,0,33145994,111583886
4,11,18,4,99,1,5,2,99,1,1,32125287,110591718
4,11,18,19,24,3,5,3,40,1,1,32122471,110532429
4,11,20,18,56,2,2,3,40,1,0,32131532,110503139
4,11,24,20,10,1,3,9,50,1,1,32254875,111161802
4,11,26,12,51,1,1,2,75,1,0,35053477,110551775
4,2,21,23,30,2,5,3,50,1,0,32210639,110582989
4,4,28,4,57,2,2,9,40,1,0,33200260,111513314
4,5,28,13,55,1,4,2,35,1,1,33014587,112081230
4,5,28,21,18,1,1,2,25,1,0,32481617,111405582
4,6,14,12,99,1,1,2,99,1,0,33022098,112070247
4,6,18,2,36,2,2,4,45,2,2,33202615,111513235
4,7,9,15,50,1,2,2,35,1,1,32534469,111471830
4,8,13,14,57,2,5,2,50,1,0,32561784,111391076
4,8,25,17,28,2,2,2,99,1,0,36531814,111273927
4,11,18,18,7,1,2,2,45,1,1,33371719,112194174
4,11,20,7,15,2,2,4,55,1,0,32415710,114311759
4,11,25,1,4,1,4,2,75,1,0,35180054,109074938
4,12,13,17,7,2,2,1,45,1,0,33005083,111224808
4,12,15,2,53,2,2,2,75,1,0,33485665,112082308
4,12,20,12,20,3,3,2,50,1,0,31574744,110483952
4,12,23,14,23,1,3,2,75,3,0,32383450,111231186
4,12,31,18,49,1,1,3,65,1,1,33391753,111543167
4,5,4,5,17,2,2,2,45,1,0,33270640,112135011
4,6,17,4,20,2,3,5,45,1,1,33270443,112100888
4,9,12,21,17,1,1,5,35,1,1,33294109,112030268
4,9,14,22,7,1,2,4,99,1,1,33341646,112051948
4,9,27,4,52,1,2,2,35,1,0,33232724,112042396
4,10,6,0,18,2,7,5,40,1,1,33331045,112045717
4,10,12,18,3,2,2,6,40,1,0,33382622,112080375
4,10,21,1,14,1,2,2,30,2,1,33273130,112045258
4,10,21,12,18,2,6,4,40,1,1,33235740,112045501
4,11,1,18,25,1,2,5,35,1,0,33264220,112070298
4,11,9,23,36,1,1,2,50,1,1,33394281,112064751
4,11,11,21,10,1,3,4,40,1,2,33242269,112024956
4,11,25,3,26,1,2,5,40,1,1,33242453,112024198
4,12,1,8,32,1,2,6,65,1,0,33231132,111463453
4,12,2,18,30,6,17,7,65,1,0,33231195,111434009
4,12,5,12,38,1,2,2,75,1,0,33340483,113205400
4,12,9,10,53,2,5,2,75,1,0,35094451,111183093
4,12,11,15,32,2,3,2,65,1,0,34212612,112100622
4,12,18,20,49,1,2,4,40,1,1,32131507,110475227
4,12,19,20,15,2,4,2,35,1,0,32183146,111040779
4,12,20,22,8,2,2,2,35,1,0,32085590,110540449
4,12,21,6,26,1,2,4,45,1,0,33233600,111493188
4,12,21,9,17,1,2,2,45,1,1,32081703,111005497
4,12,25,5,45,1,1,2,25,1,1,34012408,112442981
4,12,28,12,46,3,4,3,45,1,0,33333707,111553370
4,12,31,16,11,1,2,2,25,1,1,32112617,110573296
4,7,21,20,49,1,3,2,35,1,0,32391309,111235670
4,9,14,18,58,1,2,5,35,1,1,33282638,112035438
4,10,14,1,35,4,4,2,35,1,4,33222113,112045974
4,11,2,13,32,2,2,5,40,1,1,33335008,112080317
4,11,20,6,38,1,2,4,35,1,0,33270473,112010318
4,11,23,18,6,2,5,2,75,1,1,31345875,111031713
4,12,6,10,57,1,1,4,40,1,0,33404580,112172333
4,12,7,14,56,1,2,2,75,1,0,32434928,113430799
4,2,10,4,35,1,2,2,25,1,1,33245527,112172213
4,4,29,5,25,2,2,3,25,1,0,33245545,111381313
4,5,5,17,54,2,8,2,35,1,2,33331292,111344250
4,5,15,16,0,2,3,2,40,1,0,33363586,112143406
4,5,23,99,99,1,1,2,25,1,0,33363263,112185811
4,6,1,20,33,3,8,4,45,1,1,33242822,111372774
4,6,7,17,20,6,5,2,35,3,0,32082810,111014315
4,6,25,16,35,1,1,2,10,1,1,33412236,112184442
4,7,9,99,99,1,1,2,99,1,1,99999999,999999999
4,9,18,16,28,2,2,2,50,1,0,33274419,112424405
4,10,7,20,26,1,1,2,45,1,1,33540750,112084488
4,10,20,1,27,1,2,3,40,1,2,33512350,112065110
4,10,24,5,7,2,2,9,40,1,0,33405399,112131312
4,10,26,18,27,1,2,4,45,1,1,33130501,111524115
4,11,1,6,10,2,2,9,55,1,0,33252810,112520385
4,12,2,15,40,3,3,9,30,1,0,33383992,112134991
4,12,7,19,34,2,3,4,35,1,1,34080866,109570056
4,12,16,5,10,1,2,2,50,1,1,32331683,114344852
4,12,17,7,1,2,3,2,65,1,0,34531746,112280351
4,12,18,1,19,4,9,2,75,1,0,33315728,113080313
4,12,20,15,39,1,3,2,65,1,0,32415098,114362674
4,12,21,16,44,2,2,2,55,1,0,35493739,114061727
4,12,30,2,1,1,2,2,55,1,2,33175345,111582805
4,12,31,3,40,1,1,2,75,1,0,34480770,111355344
4,5,10,15,28,1,1,2,65,1,0,34023975,109111158
4,6,5,3,20,1,1,2,65,1,0,34214984,110030898
4,7,5,12,41,1,1,2,65,1,0,32000613,110405185
4,8,5,16,25,1,1,4,65,1,0,33323028,112161486
4,8,14,12,99,2,5,2,50,2,0,35120366,109231532
4,8,30,11,50,1,2,2,55,1,0,34045695,109265678
4,9,28,18,42,2,3,2,35,1,0,34281894,112305948
4,9,30,16,56,1,1,2,75,1,0,35155034,112100373
4,1,5,16,53,2,2,2,45,1,0,33041478,112024171
4,2,15,0,28,1,2,2,99,1,2,36274464,109361049
4,3,15,19,44,1,3,9,55,1,2,34044658,109535342
4,7,2,0,56,1,2,2,99,1,2,34565125,114374196
4,7,7,11,18,2,3,2,99,1,0,33152672,110172937
4,9,9,8,8,1,2,2,99,2,0,35293542,109344258
4,9,24,7,32,2,3,9,45,1,0,33173506,110261584
4,10,15,2,16,1,3,5,50,1,1,33270500,112074940
4,10,16,13,6,2,2,5,45,1,0,33391855,112003336
4,10,30,9,55,1,3,5,35,1,0,33270400,112070634
4,11,2,14,34,1,2,5,40,1,0,33342002,112055865
4,11,30,1,15,1,3,2,45,1,2,32225178,111055652
4,12,8,6,48,1,2,2,45,1,0,33314889,112012021
4,12,23,11,17,3,6,5,35,1,0,33335097,112035481
4,9,29,16,51,1,1,2,15,1,0,31285603,110335634
4,11,13,20,8,1,2,4,45,1,0,34350899,112193650
4,1,21,9,54,2,2,4,45,1,0,33252219,111420790
4,1,28,19,18,1,4,2,55,1,1,32443774,111470859
4,2,12,12,8,3,5,2,30,1,0,33385939,112210795
4,2,11,0,27,1,1,2,65,1,1,31553496,111475771
4,2,24,3,43,1,1,2,65,1,1,36431077,110101245
4,2,28,21,23,1,4,4,40,1,1,33254449,112205908
4,3,21,99,99,1,2,9,99,1,1,33270483,111522939
4,3,23,19,41,1,2,2,50,1,0,32380158,114381218
4,3,26,15,34,2,3,9,99,2,1,33270499,111522428
4,3,29,11,59,1,2,2,45,1,0,33171513,111061674
4,5,12,99,99,1,2,9,99,1,0,36022215,111110766
4,7,28,21,58,1,2,2,45,1,2,33180261,111380637
4,8,3,17,99,2,3,2,40,1,1,33545919,112480548
4,8,4,1,2,1,1,9,40,1,1,33311102,112121112
4,8,8,6,40,1,2,2,45,1,0,33302959,112223773
4,8,23,10,35,1,2,2,99,2,1,99999999,999999999
4,10,4,16,8,2,2,2,50,1,0,33200204,112100910
4,10,6,16,39,2,2,3,45,1,0,33382278,112072979
4,10,8,6,2,1,2,3,45,1,0,33292090,112073823
4,10,9,21,5,1,4,2,55,2,0,99999999,999999999
4,10,11,7,28,2,3,6,45,1,0,33270542,111482431
4,10,16,8,57,4,5,3,40,1,0,33233529,111515024
4,10,19,19,32,1,2,2,55,1,0,34415907,112265569
4,10,25,16,45,2,3,2,50,1,0,32582591,111282353
4,10,26,7,45,2,3,2,55,2,0,33150116,112072254
4,11,30,21,4,1,2,2,75,1,0,33385111,114193834
4,4,1,0,24,1,2,3,99,1,1,34143046,114101771
4,4,6,10,7,3,5,4,45,1,0,33410175,112073288
4,4,13,99,99,1,12,2,55,4,0,99999999,999999999
4,4,15,21,43,2,2,9,45,1,1,33452041,111555621
4,4,19,15,99,1,4,9,99,2,1,33531904,109565912
4,4,20,16,38,2,2,6,45,1,0,33364084,112020859
4,4,27,17,44,2,4,2,65,1,0,32122240,112341904
4,11,18,8,55,1,1,2,40,1,1,33340863,112151809
4,11,21,20,54,3,4,4,45,1,1,33275700,112121233
4,12,27,20,19,2,5,6,40,1,0,33354993,112080208
4,5,2,17,41,1,1,2,50,1,1,33505485,109575026
4,5,9,22,1,1,1,2,65,1,0,32114242,112270743
4,5,15,4,59,1,2,2,99,1,1,36435349,110200108
4,5,20,18,50,1,8,2,65,2,0,32134804,112424197
4,5,20,12,44,1,4,2,55,1,1,32094643,112065387
4,5,29,3,16,1,3,9,55,1,2,33521914,109574408
4,5,30,10,24,1,4,9,99,1,0,34041280,109543173
4,5,31,8,0,1,2,9,99,1,0,99999999,999999999
4,6,21,6,50,1,2,2,65,2,0,32004414,111390563
4,6,21,6,41,1,1,2,55,1,1,99999999,999999999
4,6,30,8,99,1,2,2,25,1,0,33233809,111542015
4,7,7,99,99,1,1,9,99,1,0,33302427,111471884
4,7,6,8,13,1,3,2,40,1,2,31550495,111532169
4,7,8,12,36,1,1,2,99,1,1,35442583,109302997
4,7,10,20,21,1,2,4,25,1,1,34322773,112280734
4,7,14,0,20,1,2,9,99,1,0,36075202,109370255
4,7,15,99,99,1,2,9,99,1,0,99999999,999999999
4,7,27,2,42,1,3,2,99,1,1,33343931,111411324
4,8,31,5,49,1,2,2,55,1,0,34023344,114232424
4,10,2,16,27,2,5,2,50,1,0,33423918,112162048
4,10,21,6,7,1,2,2,55,1,0,31580674,110571810
4,12,5,14,24,2,2,4,50,2,0,33270538,111524044
4,12,8,2,99,3,1,1,30,1,0,33385231,112010921
4,12,10,15,22,3,5,4,45,1,0,33391704,112055411
4,12,22,3,26,1,1,2,75,1,1,31234052,110573887
4,12,24,5,54,1,1,4,45,1,1,35031439,114352053
4,12,27,6,48,2,2,4,35,1,0,33300802,111551563
4,12,29,18,9,1,1,2,35,1,0,32201595,110415367
4,12,30,18,32,1,7,2,55,1,1,33072460,112010347
4,10,1,20,18,1,4,3,45,1,1,33284901,112130992
4,11,23,17,27,1,1,4,45,1,0,33352052,112025040
4,11,30,18,30,1,3,5,35,1,0,33275673,112031474
4,12,24,23,15,2,5,2,50,1,1,33172738,112031725
4,12,6,2,42,2,3,5,40,2,2,33321863,112052797
4,8,3,0,35,2,4,2,65,1,1,36330577,110312797
4,8,3,10,15,1,1,9,99,1,0,33303374,111532978
4,8,16,23,56,1,5,2,65,2,1,36424253,110131692
4,8,17,23,54,2,5,2,35,2,2,33094020,111475219
4,8,25,18,52,1,3,2,65,1,2,31563606,111553394
4,8,28,99,99,1,1,2,65,1,0,32050159,112030877
4,10,27,16,4,2,4,2,99,1,0,33472628,110011635
4,9,2,6,15,1,3,2,50,1,1,31521541,112001939
4,9,8,99,99,1,2,9,99,1,0,99999999,999999999
4,9,9,22,30,1,2,9,99,1,1,36153632,109361064
4,9,15,15,57,1,1,9,99,1,0,35191042,112534352
4,9,16,99,99,1,2,9,99,1,0,36500173,109511336
4,9,16,9,0,1,2,9,99,1,0,99999999,999999999
4,6,1,14,24,3,4,3,99,2,0,33303394,111543106
4,6,9,21,0,2,6,4,45,1,1,34442397,112021462
4,9,26,21,99,1,2,4,45,1,2,33110970,111345255
4,10,4,99,99,1,2,9,99,1,0,36294526,109292262
4,10,7,0,37,1,3,2,65,1,3,99999999,999999999
4,10,8,3,51,1,4,2,55,1,1,33085748,111502742
4,10,13,1,2,1,4,2,45,1,4,36324877,110301041
4,10,17,7,54,2,2,2,45,1,1,33432897,112244444
4,10,23,15,54,1,3,2,35,1,0,32050565,110375930
4,11,21,11,30,2,2,2,99,1,1,35133143,114001091
4,11,22,22,3,1,1,2,55,1,1,33134568,112051283
4,11,22,22,99,1,2,2,99,1,1,34052651,109035142
4,12,9,16,10,2,6,2,75,2,0,33403573,114071685
4,8,26,99,99,1,2,9,99,1,0,33172969,110252938
4,10,29,18,15,2,2,2,55,1,0,32392575,110405079
4,12,27,21,40,1,2,2,65,1,2,32194071,112464654
4,1,1,4,49,2,2,9,99,1,1,33260744,112182307
4,1,27,17,3,1,1,2,65,1,0,33283206,112431380
4,3,8,16,0,2,3,6,45,1,0,33245637,111375768
4,3,31,17,29,2,6,2,35,1,0,33505113,111480049
4,4,8,12,54,1,2,2,65,1,0,33165934,112374874
4,4,28,20,50,3,5,9,99,1,1,32465631,111361378
4,5,5,99,99,1,1,2,50,1,1,33321447,112233330
4,6,10,15,41,1,1,9,50,1,0,33223983,112273972
4,6,12,23,40,1,1,2,45,1,1,32431830,110373483
4,6,13,12,7,1,2,9,99,1,0,32101411,110572244
4,6,23,19,36,3,3,2,99,1,0,36062503,109375864
4,6,18,5,20,1,6,2,35,1,0,32581274,112045695
4,6,19,18,41,2,2,3,40,1,0,33254650,112070624
4,7,16,99,99,1,2,9,99,1,0,32140997,110522954
4,7,23,15,59,2,3,3,55,1,1,34053636,109135550
4,9,4,18,30,2,3,9,99,1,0,32543000,112025865
4,9,8,8,23,2,2,2,99,1,0,33370035,111270012
4,10,7,11,35,1,1,2,25,1,0,33310943,111270429
4,10,12,20,7,1,2,9,99,1,0,33365088,112134359
4,10,15,20,0,1,2,9,99,1,0,36041457,109525764
4,10,20,14,37,2,3,9,99,1,1,34123022,113035362
4,11,7,17,4,2,7,2,25,1,1,33265684,112064738
4,11,16,10,3,1,4,2,99,1,0,34075201,114181035
4,11,24,11,24,3,3,4,45,1,0,33335638,112172348
4,12,2,6,7,2,2,6,45,1,0,33284928,112121178
4,12,7,14,5,1,3,2,99,1,0,32445473,111364071
4,11,27,99,99,1,2,9,99,1,0,99999999,999999999
4,11,5,23,33,1,5,2,55,1,1,33271648,112062887
4,11,6,17,99,2,9,2,99,1,0,35313011,113262484
4,11,19,22,47,3,3,3,45,1,1,33290985,112202740
4,11,27,17,0,1,2,9,99,1,0,33252211,111420662
4,11,28,22,99,1,2,2,45,1,2,35114892,109195810
4,12,1,9,23,1,1,9,99,1,0,33291648,112052886
4,12,10,17,38,1,1,9,65,1,0,33182792,110294013
4,12,12,16,52,1,2,9,99,1,0,33304824,112035404
4,12,13,13,99,2,2,3,50,1,0,33233084,112354998
4,12,14,99,99,1,2,9,99,1,0,31542159,110590593
4,12,15,14,58,2,5,3,45,3,0,33181940,111544025
4,12,17,0,41,1,2,9,99,1,0,33381972,112214137
4,12,17,18,42,2,2,2,35,1,1,33151656,111375659
4,12,24,4,58,3,4,9,99,1,1,33245826,112045568
4,12,25,9,36,2,6,2,65,2,0,34490961,113373411
4,12,8,17,48,1,3,2,55,1,1,31393762,111460284
4,10,13,18,36,2,5,2,65,2,1,31573597,111565829
4,12,19,7,51,2,3,2,45,2,1,33000884,111451171
4,9,7,21,99,1,3,2,25,1,0,32062848,111072657
4,2,17,20,38,1,4,9,99,1,0,33585987,112100004
4,11,4,17,11,1,2,9,99,1,0,34311618,111304831
4,11,14,16,20,1,1,2,65,1,0,35250258,114162776
4,11,29,2,0,1,1,3,55,1,0,34225678,110401727
4,10,20,99,99,1,2,9,99,1,0,35503081,110194161
4,11,30,17,1,1,2,2,75,1,0,35144114,111502394
4,12,5,17,99,1,3,2,65,1,1,88888888,888888888
4,2,10,23,6,1,2,9,99,1,0,99999999,999999999
4,9,1,2,29,1,2,9,99,1,0,35394233,109371028
